Name	B1	B2	B3	B4	B5	B6	F1	F2	F3	F4	F5	F6
O-Acetylserine	6.257767682369243	6.240203081360757	6.273630478216655	6.314347317526384	6.308691592437064	6.282268795949566	7.600253624947613	7.640730975883172	7.639680840093645	7.624947005713476	7.640729292690804	7.634797547172309
Phe-Leu	6.659954353613383	6.800097530906407	6.65255927395861	6.624871188770638	6.744232408843044	6.761648365108659	7.27231745586211	7.257274895027827	7.257813673807651	7.2889608859750386	7.283540785910572	7.25658138046196
Cholenate	7.472476775900038	7.522829837932374	7.434972912657715	7.434843382331794	7.32608744084324	7.462653849591587	6.8411787365741485	6.806473952142487	6.8376843598289065	6.8087794494419045	6.9264847386403945	6.7721890929428445
Leucylphenylalanine	6.659954353613383	6.800097530906407	6.65255927395861	6.624871188770638	6.744232408843044	6.761648365108659	7.27231745586211	7.257274895027827	7.257813673807651	7.2889608859750386	7.283540785910572	7.25658138046196
4-Cresol sulfate	7.0629437197657134	7.063365726304913	7.116147565377474	7.129445477814491	7.022523914454165	7.076419545618588	7.424139656159041	7.415066642898358	7.429140656179584	7.437800838066184	7.416646245561527	7.380691761831973
Inosine	7.494574972899846	7.541919746337758	7.499523748254388	7.522526047505156	7.496491781321957	7.54637464894526	7.170159137182081	7.169661659034477	7.1507900358910526	7.183938643423303	7.156286150279046	7.207679496520879
Dimethylmalonic acid	7.021283432516766	7.173356934125588	6.888079094089762	6.990774579548536	6.923610109533322	6.8858702839395765	7.440755348044352	7.4428241123044465	7.3978628416560195	7.55658792914938	7.41368694430017	7.409356097746032
Allolithocholic acid	8.44789022899092	8.449547093376212	8.413983610290959	8.440511024703161	8.449167820104893	8.447127301561949	7.700324060983381	7.688464725000769	7.706846045349516	7.814704196037027	7.801900603635826	7.675343801151192
Oleic acid	8.53238897559414	8.54999613021853	8.527991811822975	8.509496544557795	8.518349593916652	8.525973076644815	8.897815348753696	8.897784936840871	8.877324442311606	8.874497571100449	8.886150430389515	8.87754143862472
Indoxyl sulfate	6.473706127460625	6.540230499016497	6.463785052109872	6.567233289344558	6.571235333053711	6.561654080984297	7.229302449600512	7.188528222713122	7.174947256924758	7.20768266544709	7.189397159833851	7.219248346942836
Dehydrolithocholic acid	7.472476775900038	7.522829837932374	7.434972912657715	7.434843382331794	7.32608744084324	7.462653849591587	6.8411787365741485	6.806473952142487	6.8376843598289065	6.8087794494419045	6.9264847386403945	6.7721890929428445
9-Oxooctadecanoic acid	7.451121209282267	7.454510064009669	7.454519909466428	7.468545873363498	7.451894684617962	7.454438888735956	7.758406367207387	7.893989370813709	7.758020106278164	7.856082407760532	7.732279618627039	7.724131888809412
Orotic acid	5.586302455728967	5.801015992385157	6.3642392532514	5.7400439096843145	6.32764424335121	5.883273789944186	7.059986822762238	7.057346827735412	7.033863667634818	7.067197965511959	7.033173211944728	7.073829555288964
Malic acid	5.925957225094398	5.8707406686687005	6.130188681797199	5.884294635647231	5.859249703985952	6.231966024200953	6.672462170253418	6.60830490277253	6.683349802270931	6.689641597591068	6.637039034738002	6.659898408301867
2-Hydroxyhexanoic acid	6.536543716162724	6.601699205359839	6.537523394289647	6.616975604652716	6.582294771626548	6.605865826451997	7.165004255256414	7.147283716146685	7.1677870077027865	7.135302405608182	7.158820611800772	7.130224105942276
3-Phenylpropanoic acid	6.273275680583319	6.259109975944472	6.19178365404708	6.207798054999942	6.266400018941042	6.181956531024312	6.767942679632923	6.7949658860008455	6.783680279990344	6.772857137898964	6.741364087754578	6.771056739186337
Deoxyguanosine	6.702359709796608	6.672331441335884	6.665931286252897	6.693174478451925	6.684885271355842	6.678162969933674	6.053873962822201	6.020789334423544	6.028803428824482	6.070470719193239	6.029992355502001	6.027606079503917
Isobutyrylglycine	6.222647694075599	6.168249040846101	6.160321093842289	6.098821145651308	6.086213008889348	6.063232240562369	5.766479915311054	5.836903538025912	5.726687199568122	5.830920328480427	5.772736998604137	5.818808704915501
Deoxycytidine	6.488708353420779	6.469311389278458	6.472744051244713	6.493944856989165	6.495523591606137	6.481865242951798	6.112537450788487	6.065497984923724	6.121149956556216	6.11579298917839	6.129795540102769	6.071363581956205
Tryptophan	5.990229501947414	5.941654291742869	6.013130770239923	5.982334889571155	6.042309762365416	5.988994012619502	6.572238771009594	6.547054010867774	6.564871742797918	6.5603294853798495	6.582582709077499	6.584725866980567
Maltotriose	6.523677513914238	6.5082369248616425	6.745515160436592	6.543967849753155	6.840921891635541	6.552343598978249	5.765868464214054	5.759746599242848	5.999714688219632	5.759264818976403	5.777544125996486	5.858740201323276
Serine	5.669150206292263	5.589793322160823	5.491880915559062	5.611529068223179	5.73007101593748	5.7061079879712135	6.148647256318079	6.143832889985783	6.171798143923537	6.178037450209416	6.162698224029244	6.201701294530646
Homoserine	6.150990298044571	6.136756765453336	6.137201982774172	6.151494480055129	6.18706985966203	6.157710581457964	6.5264691253351375	6.571582691331724	6.53153615886648	6.5336111458866295	6.541435112340976	6.3902314353616205
Steviolbioside	5.881040000372247	5.812386797101891	5.844988700610107	5.8250046174089	5.821098760032546	5.815348797875976	5.399098554233981	5.352905580827764	5.400667729718559	5.385449213297554	5.337668598440107	5.4012599223830335
Suberylglycine	5.286433088870677	5.285476356905869	5.318430196619876	5.307900441814362	5.3468906519974295	5.331089473295598	6.087808933895808	6.0932082045317815	6.081158365922546	6.087743108200514	6.087680814915289	6.1067511617342
Hydroquinone	6.010873025018217	6.084714483627008	5.966882547584873	6.075390173635243	6.031086967554308	6.134317078230881	5.530181921467481	5.682930274830279	5.633129031396702	5.384421619145828	5.672843304689429	5.522659240128105
Pyrocatechol	6.010873025018217	6.084714483627008	5.966882547584873	6.075390173635243	6.031086967554308	6.134317078230881	5.530181921467481	5.682930274830279	5.633129031396702	5.384421619145828	5.672843304689429	5.522659240128105
Saccharopine	6.080792451077556	6.067728767905946	6.064840368764014	6.0650704946889205	6.077977330034587	6.065281619797193	5.23320543708014	5.200631970076272	5.215212374195322	5.228470954127173	5.199193920213691	5.205550858440079
Glycine	4.678766910734984	5.0130508020498326	4.59712616808388	4.811543880862419	4.595676661054731	4.734590926504342	5.570381487621794	5.562427690080228	5.572967447778173	5.530672006686971	5.563302100201684	5.531476194196215
Gly-Ala	5.978912018559454	5.954150543766744	5.946461158893224	6.0158303598791445	6.0035385767370695	6.002173045971063	6.3747997887863495	6.358490874105862	6.374366590047181	6.37869450258593	6.371536188174689	6.379815457892355
N-Acetylglucosamine	5.8770787047387785	5.888519437733431	5.932201039462961	5.927788847911042	5.933705822586764	5.928948889446428	6.663383456895017	6.673080635706202	6.675217984509696	6.674452210544195	6.689160393603815	6.677781733656088
Aurantiamide acetate	7.03417290806036	7.067277840136106	7.073136334570326	7.420133614268551	7.058960106449789	7.033758577502211	6.4150956607270535	6.497909952531055	6.588048676203819	6.482780923245254	6.47192344654377	6.464345149631907
Alisol C 23-acetate	6.733500030741637	6.721304619183118	6.58748662010989	6.631041974269112	6.660680287437187	6.653225235063158	7.429408362812049	7.38736501957447	7.428972653750978	7.377350675176103	7.416402061161312	7.349276704854147
Guanidoacetic acid	6.114528778705763	6.56172052444249	6.14821880208487	6.147084707520069	6.135201154824548	6.550804256252394	6.709914839202753	6.730642176554907	6.700484937048133	6.707380328154632	6.727946038863753	6.721428214011161
3-Pyridinemethanol	6.499226066636368	6.484218561881925	6.425866631686415	6.483919936163613	6.475694497450673	6.501275235299516	6.066076736602851	6.095255740324942	6.100493316047501	6.130547426079146	6.065467393540826	6.083277381571464
Proline	8.3374829787964	8.350387534036637	8.345427603063188	8.343613018463216	8.336365995876786	8.354410318298486	8.657200709462563	8.67146437896605	8.660893614935553	8.666098208368275	8.66801363663931	8.664877718031724
